booking_id,customer_id,hotel_id,hotel_name,hotel_region,booking_date,check_in_date,check_out_date,nights_stay,lead_time_days,guest_type,num_guests,room_type,total_amount,avg_daily_rate,season,loyalty_tier,booking_channel,payment_type,is_cancelled,special_request,promotion_applied,purpose_of_visit,customer_age,customer_gender
BKG-0000119,CUST-000503,H003,Cinnamon Red Colombo,Colombo,10/5/2025,11/5/2025,11/7/2025,2,31,Family,3,Standard,284.24,142.12,Holiday,None,Mobile App,Card,0,None,1,Leisure,27,Female
BKG-0000120,CUST-001395,H001,Cinnamon Grand Colombo,Colombo,1/6/2026,3/16/2026,3/24/2026,8,69,Family,4,Suite,3091.92,386.49,Off-Peak,Gold,Website,Card,0,High Floor,0,Event,45,Male
BKG-0000121,CUST-003816,H005,Cinnamon Bey Beruwala,West Coast,4/24/2026,7/4/2026,7/5/2026,1,71,Couple,2,Deluxe,181.47,181.47,Shoulder,Silver,Website,Card,0,None,0,Business,39,Male
BKG-0000122,CUST-004083,H004,Cinnamon Bentota Beach,South Coast,4/4/2026,6/8/2026,6/15/2026,7,65,Couple,2,Standard,1650.88,235.84,Holiday,Silver,Website,Cash,0,Extra Bed,0,Leisure,29,Female
BKG-0000123,CUST-000068,H004,Cinnamon Bentota Beach,South Coast,5/16/2026,6/1/2026,6/4/2026,3,16,Couple,2,Standard,558.18,186.06,Holiday,Silver,Walk-in,Online,1,None,1,Business,40,Male
BKG-0000124,CUST-003261,H007,Cinnamon Wild Yala,Safari,7/12/2025,9/3/2025,9/6/2025,3,53,Group,8,Family Room,665.07,221.69,Off-Peak,None,Website,Cash,0,Extra Bed,0,Event,35,Male
BKG-0000125,CUST-004645,H006,Cinnamon Citadel Kandy,Kandy,10/21/2025,11/14/2025,11/15/2025,1,24,Family,3,Deluxe,147.06,147.06,Off-Peak,Silver,Walk-in,Online,0,None,0,Business,38,Female
BKG-0000126,CUST-001070,H002,Cinnamon Lakeside Colombo,Colombo,1/11/2026,3/25/2026,3/28/2026,3,73,Solo,1,Suite,1738.29,579.43,Holiday,Platinum,Travel Agent,Card,0,None,0,Event,37,Female
BKG-0000127,CUST-000549,H002,Cinnamon Lakeside Colombo,Colombo,2/26/2025,4/22/2025,4/26/2025,4,55,Solo,1,Suite,1387.48,346.87,Shoulder,Platinum,Mobile App,Card,0,Quiet Room,1,Leisure,38,Female
BKG-0000128,CUST-002713,H006,Cinnamon Citadel Kandy,Kandy,8/9/2025,10/5/2025,10/9/2025,4,57,Group,9,Family Room,1091.52,272.88,Peak,None,Mobile App,Card,0,None,0,Business,44,Female
BKG-0000129,CUST-002892,H006,Cinnamon Citadel Kandy,Kandy,5/15/2026,7/10/2026,7/14/2026,4,56,Couple,2,Standard,558.4,139.6,Peak,None,Website,Cash,0,None,1,Leisure,40,Male
BKG-0000130,CUST-003600,H002,Cinnamon Lakeside Colombo,Colombo,4/12/2026,6/6/2026,6/8/2026,2,55,Family,3,Deluxe,757.08,378.54,Holiday,Silver,Mobile App,Card,0,None,0,Event,31,Male
BKG-0000131,CUST-002402,H004,Cinnamon Bentota Beach,South Coast,3/21/2025,5/22/2025,5/26/2025,4,62,Group,6,Family Room,935.12,233.78,Shoulder,None,Mobile App,Card,0,Extra Bed,0,Business,38,Female
BKG-0000132,CUST-000620,H003,Cinnamon Red Colombo,Colombo,9/29/2025,12/5/2025,12/7/2025,2,67,Family,4,Deluxe,389.02,194.51,Holiday,None,Website,Cash,0,None,1,Leisure,46,Male
BKG-0000133,CUST-000578,H005,Cinnamon Bey Beruwala,West Coast,9/17/2025,10/18/2025,10/21/2025,3,31,Couple,2,Standard,433.38,144.46,Peak,None,Website,Card,0,None,1,Adventure,23,Male
BKG-0000134,CUST-004994,H007,Cinnamon Wild Yala,Safari,11/19/2024,2/1/2025,2/4/2025,3,74,Family,3,Deluxe,674.07,224.69,Shoulder,None,Website,Online,0,None,0,Adventure,33,Male
BKG-0000135,CUST-001465,H001,Cinnamon Grand Colombo,Colombo,12/1/2024,2/20/2025,2/27/2025,7,81,Solo,1,Deluxe,1531.88,218.84,Shoulder,Gold,Mobile App,Card,0,None,1,Business,36,Male
BKG-0000136,CUST-003230,H001,Cinnamon Grand Colombo,Colombo,1/25/2025,3/14/2025,3/18/2025,4,48,Couple,2,Standard,554.52,138.63,Off-Peak,Silver,Website,Cash,0,None,1,Business,28,Male
BKG-0000137,CUST-000556,H002,Cinnamon Lakeside Colombo,Colombo,5/10/2025,7/19/2025,7/23/2025,4,70,Couple,2,Deluxe,1237.4,309.35,Peak,Gold,Travel Agent,Card,0,None,0,Business,42,Female
BKG-0000138,CUST-002814,H003,Cinnamon Red Colombo,Colombo,11/25/2025,2/15/2026,2/18/2026,3,82,Group,7,Family Room,574.02,191.34,Peak,Silver,Mobile App,Card,0,None,1,Leisure,32,Male
BKG-0000139,CUST-003054,H002,Cinnamon Lakeside Colombo,Colombo,5/20/2025,9/28/2025,10/5/2025,7,131,Couple,2,Suite,3606.47,515.21,Holiday,Gold,Website,Online,0,Sea View,1,Relaxation,58,Male
BKG-0000140,CUST-001451,H002,Cinnamon Lakeside Colombo,Colombo,12/30/2024,2/28/2025,3/3/2025,3,60,Couple,2,Standard,542.46,180.82,Shoulder,Silver,Website,Cash,0,None,0,Business,41,Male
BKG-0000141,CUST-003215,H002,Cinnamon Lakeside Colombo,Colombo,1/24/2026,3/16/2026,3/23/2026,7,51,Couple,2,Deluxe,1650.67,235.81,Shoulder,Platinum,Travel Agent,Cash,0,Sea View,0,Leisure,45,Female
BKG-0000142,CUST-004566,H001,Cinnamon Grand Colombo,Colombo,3/16/2025,5/9/2025,5/12/2025,3,54,Couple,2,Deluxe,837.45,279.15,Shoulder,Gold,Travel Agent,Cash,0,Sea View,0,Leisure,51,Male
BKG-0000143,CUST-000567,H005,Cinnamon Bey Beruwala,West Coast,3/9/2025,4/22/2025,4/24/2025,2,44,Family,5,Family Room,344.18,172.09,Off-Peak,None,Website,Card,0,None,0,Leisure,25,Male
BKG-0000144,CUST-000174,H001,Cinnamon Grand Colombo,Colombo,4/10/2025,5/31/2025,6/7/2025,7,51,Couple,2,Suite,2507.47,358.21,Off-Peak,Gold,Travel Agent,Card,0,Extra Bed,0,Business,,Female
BKG-0000145,CUST-004912,H002,Cinnamon Lakeside Colombo,Colombo,12/29/2024,2/18/2025,2/21/2025,3,51,Couple,2,Deluxe,549.87,183.29,Off-Peak,Silver,Website,Online,0,None,1,Business,31,Male
BKG-0000146,CUST-000185,H007,Cinnamon Wild Yala,Safari,7/20/2025,10/1/2025,10/4/2025,3,73,Family,5,Family Room,558.54,186.18,Off-Peak,Silver,Website,Online,0,Extra Bed,1,Leisure,41,Female
BKG-0000147,CUST-001365,H001,Cinnamon Grand Colombo,Colombo,6/28/2025,9/11/2025,9/17/2025,6,75,Couple,2,Suite,2220.06,370.01,Off-Peak,Gold,Website,Cash,0,Quiet Room,0,Leisure,45,Female
BKG-0000148,CUST-000278,H001,Cinnamon Grand Colombo,Colombo,11/26/2024,1/29/2025,2/7/2025,9,64,Couple,2,Deluxe,1982.52,220.28,Off-Peak,Gold,Website,Card,0,None,0,Event,46,Female
BKG-0000149,CUST-002442,H006,Cinnamon Citadel Kandy,Kandy,10/2/2025,11/22/2025,11/23/2025,1,51,Solo,1,Standard,91.74,91.74,Off-Peak,None,Website,Card,0,None,1,Leisure,26,Male
BKG-0000150,CUST-003014,H003,Cinnamon Red Colombo,Colombo,9/9/2025,11/4/2025,11/6/2025,2,56,Family,5,Family Room,247.18,123.59,Off-Peak,Silver,Website,Card,0,None,1,Leisure,34,Other
BKG-0000151,CUST-003674,H004,Cinnamon Bentota Beach,South Coast,8/8/2025,10/11/2025,10/13/2025,2,64,Couple,2,Standard,217.36,108.68,Off-Peak,None,Mobile App,Card,0,Extra Bed,1,Leisure,31,Female
BKG-0000152,CUST-003441,H001,Cinnamon Grand Colombo,Colombo,12/16/2025,2/19/2026,2/28/2026,9,65,Family,3,Suite,3769.02,418.78,Shoulder,Gold,Website,Card,0,Late Check-in,0,Leisure,51,Male
BKG-0000153,CUST-000161,H001,Cinnamon Grand Colombo,Colombo,1/1/2025,3/1/2025,3/5/2025,4,59,Couple,2,Deluxe,950.24,237.56,Shoulder,Platinum,Travel Agent,Card,0,None,1,Leisure,47,Female
BKG-0000154,CUST-001862,H001,Cinnamon Grand Colombo,Colombo,12/11/2025,2/12/2026,2/16/2026,4,63,Family,5,Family Room,1236.88,309.22,Shoulder,Silver,Travel Agent,Card,0,Sea View,0,Leisure,47,Female
BKG-0000155,CUST-000491,H006,Cinnamon Citadel Kandy,Kandy,5/24/2025,7/5/2025,7/7/2025,2,42,Solo,1,Standard,178.38,89.19,Off-Peak,None,Mobile App,Card,0,None,1,Leisure,30,Male
BKG-0000156,CUST-001505,H002,Cinnamon Lakeside Colombo,Colombo,2/15/2026,4/2/2026,4/5/2026,3,46,Couple,2,Standard,681.69,227.23,Peak,Silver,Mobile App,Cash,0,None,0,Event,42,Male
BKG-0000157,CUST-003568,H001,Cinnamon Grand Colombo,Colombo,10/13/2025,11/15/2025,11/22/2025,7,33,Family,5,Family Room,3394.51,484.93,Holiday,Platinum,Website,Cash,0,High Floor,0,Leisure,51,Female
BKG-0000158,CUST-003773,H001,Cinnamon Grand Colombo,Colombo,9/21/2025,11/30/2025,12/5/2025,5,70,Solo,1,Suite,1862.65,372.53,Off-Peak,Gold,Travel Agent,Card,1,None,0,Leisure,47,Male
BKG-0000159,CUST-000445,H001,Cinnamon Grand Colombo,Colombo,9/7/2025,11/13/2025,11/20/2025,7,67,Couple,2,Suite,3434.2,490.6,Peak,Platinum,Travel Agent,Online,0,None,1,Leisure,47,Female
BKG-0000160,CUST-000191,H003,Cinnamon Red Colombo,Colombo,11/23/2024,1/18/2025,1/19/2025,1,56,Group,10,Family Room,233.65,233.65,Peak,None,Website,Cash,0,None,0,Leisure,35,Female
BKG-0000161,CUST-002126,H004,Cinnamon Bentota Beach,South Coast,4/16/2025,6/18/2025,6/20/2025,2,63,Family,5,Family Room,510.18,255.09,Peak,Silver,Website,Card,0,Extra Bed,1,Leisure,41,Female
BKG-0000162,CUST-002815,H006,Cinnamon Citadel Kandy,Kandy,3/12/2025,5/2/2025,5/3/2025,1,51,Couple,2,Deluxe,172.9,172.9,Shoulder,Silver,Mobile App,Cash,0,Extra Bed,0,Leisure,28,Male
BKG-0000163,CUST-003784,H003,Cinnamon Red Colombo,Colombo,12/16/2025,1/3/2026,1/5/2026,2,18,Solo,1,Standard,181.08,90.54,Off-Peak,None,Mobile App,Card,0,Extra Bed,0,Leisure,24,Male
BKG-0000164,CUST-004109,H007,Cinnamon Wild Yala,Safari,2/15/2025,4/24/2025,4/27/2025,3,68,Group,10,Family Room,679.8,226.6,Off-Peak,None,Website,Online,0,None,0,Leisure,48,Male
BKG-0000165,CUST-004588,H001,Cinnamon Grand Colombo,Colombo,11/28/2024,3/6/2025,3/10/2025,4,98,Couple,2,Suite,1822.88,455.72,Shoulder,Gold,Website,Online,0,Quiet Room,0,Event,37,Other
BKG-0000166,CUST-004734,H005,Cinnamon Bey Beruwala,West Coast,12/4/2024,1/10/2025,1/12/2025,2,37,Couple,2,Standard,211.12,105.56,Off-Peak,None,Mobile App,Card,0,Extra Bed,0,Event,38,Male
BKG-0000167,CUST-004059,H005,Cinnamon Bey Beruwala,West Coast,12/9/2025,1/26/2026,1/29/2026,3,48,Couple,2,Standard,391.56,130.52,Shoulder,Silver,Mobile App,Card,0,None,0,Business,36,Male
BKG-0000168,CUST-002516,H003,Cinnamon Red Colombo,Colombo,1/9/2026,3/6/2026,3/8/2026,2,56,Family,5,Family Room,335.24,167.62,Shoulder,Silver,Website,Cash,0,None,0,Business,35,Male
BKG-0000169,CUST-002726,H002,Cinnamon Lakeside Colombo,Colombo,5/13/2026,8/29/2026,9/6/2026,8,108,Couple,2,Suite,3323.28,415.41,Shoulder,Gold,Travel Agent,Online,0,High Floor,0,Leisure,56,Male
BKG-0000170,CUST-002336,H006,Cinnamon Citadel Kandy,Kandy,2/4/2025,4/5/2025,4/8/2025,3,60,Family,5,Family Room,880.98,293.66,Holiday,None,Website,Cash,0,None,0,Leisure,40,Male
BKG-0000171,CUST-003391,H003,Cinnamon Red Colombo,Colombo,2/23/2026,4/2/2026,4/3/2026,1,38,Family,5,Family Room,127.75,127.75,Off-Peak,None,Website,Card,0,None,1,Adventure,27,Male
BKG-0000172,CUST-001328,H003,Cinnamon Red Colombo,Colombo,12/20/2024,1/29/2025,2/2/2025,4,40,Couple,2,Deluxe,431.56,107.89,Off-Peak,None,Website,Online,0,None,1,Business,35,Female
BKG-0000173,CUST-000114,H001,Cinnamon Grand Colombo,Colombo,8/11/2025,10/5/2025,10/11/2025,6,55,Solo,1,Suite,2563.08,427.18,Shoulder,Gold,Mobile App,Card,0,Quiet Room,0,Leisure,38,Female
BKG-0000174,CUST-004957,H005,Cinnamon Bey Beruwala,West Coast,8/26/2025,10/16/2025,10/20/2025,4,51,Group,5,Family Room,681.52,170.38,Off-Peak,Silver,Website,Card,0,None,0,Business,38,Male
BKG-0000175,CUST-000282,H001,Cinnamon Grand Colombo,Colombo,2/26/2025,4/21/2025,4/25/2025,4,54,Couple,2,Deluxe,934.04,233.51,Off-Peak,Platinum,Mobile App,Card,0,Sea View,0,Leisure,55,Male
BKG-0000176,CUST-003115,H002,Cinnamon Lakeside Colombo,Colombo,9/22/2025,12/14/2025,12/20/2025,6,83,Family,5,Family Room,1537.38,256.23,Shoulder,Platinum,Travel Agent,Online,0,Sea View,1,Culture,53,Male
BKG-0000177,CUST-003826,H001,Cinnamon Grand Colombo,Colombo,8/15/2025,9/24/2025,10/1/2025,7,40,Couple,2,Standard,1753.64,250.52,Peak,Silver,Mobile App,Card,0,None,0,Leisure,31,Male
BKG-0000178,CUST-004734,H007,Cinnamon Wild Yala,Safari,2/27/2026,3/31/2026,4/1/2026,1,32,Couple,2,Deluxe,184.41,184.41,Off-Peak,None,Walk-in,Card,0,Extra Bed,0,Leisure,38,Male
BKG-0000179,CUST-004975,H001,Cinnamon Grand Colombo,Colombo,5/20/2025,8/2/2025,8/8/2025,6,74,Solo,1,Suite,3394.62,565.77,Peak,Gold,Website,Cash,0,Sea View,0,Event,43,Male
BKG-0000180,CUST-003323,H007,Cinnamon Wild Yala,Safari,2/25/2025,4/30/2025,5/3/2025,3,64,Family,5,Family Room,664.02,221.34,Off-Peak,None,Mobile App,Card,0,Extra Bed,0,Leisure,31,Female
BKG-0000181,CUST-003556,H002,Cinnamon Lakeside Colombo,Colombo,6/3/2025,7/12/2025,7/18/2025,6,39,Solo,1,Suite,2389.32,398.22,Shoulder,Gold,Travel Agent,Card,0,Late Check-in,0,Leisure,50,Male
BKG-0000182,CUST-001571,H002,Cinnamon Lakeside Colombo,Colombo,10/29/2025,1/10/2026,1/11/2026,1,73,Solo,1,Suite,415.28,415.28,Shoulder,Platinum,Website,Card,0,Quiet Room,0,Leisure,42,Female
BKG-0000183,CUST-002847,H007,Cinnamon Wild Yala,Safari,7/24/2025,9/5/2025,9/7/2025,2,43,Group,6,Family Room,782.58,391.29,Holiday,Silver,Website,Card,0,None,0,Business,44,Male
BKG-0000184,CUST-001060,H005,Cinnamon Bey Beruwala,West Coast,1/25/2025,3/20/2025,3/22/2025,2,54,Family,4,Standard,351.42,175.71,Peak,None,Website,Online,0,None,0,Business,38,Male
BKG-0000185,CUST-002599,H006,Cinnamon Citadel Kandy,Kandy,1/5/2026,2/14/2026,2/17/2026,3,40,Family,3,Standard,475.89,158.63,Peak,None,Website,Card,0,None,0,Leisure,38,Female
BKG-0000186,CUST-002659,H001,Cinnamon Grand Colombo,Colombo,2/17/2026,4/15/2026,4/23/2026,8,57,Family,4,Deluxe,3314.32,414.29,Holiday,Platinum,Website,Online,0,Sea View,0,Relaxation,53,Male
BKG-0000187,CUST-000120,H007,Cinnamon Wild Yala,Safari,8/16/2025,10/5/2025,10/7/2025,2,50,Couple,2,Deluxe,559.9,279.95,Holiday,None,Travel Agent,Card,0,None,1,Adventure,29,Female
BKG-0000188,CUST-000255,H001,Cinnamon Grand Colombo,Colombo,4/14/2026,7/11/2026,7/16/2026,5,88,Solo,1,Deluxe,1364.7,272.94,Shoulder,Platinum,Travel Agent,Card,0,None,0,Business,37,Female
BKG-0000189,CUST-004021,H003,Cinnamon Red Colombo,Colombo,4/7/2026,5/30/2026,6/1/2026,2,53,Couple,2,Standard,222.04,111.02,Shoulder,None,Mobile App,Card,1,None,0,Adventure,28,Female
BKG-0000190,CUST-004287,H001,Cinnamon Grand Colombo,Colombo,1/31/2026,4/20/2026,4/26/2026,6,79,Solo,1,Suite,2720.58,453.43,Shoulder,Platinum,Website,Card,0,None,0,Leisure,42,Female
BKG-0000191,CUST-003773,H001,Cinnamon Grand Colombo,Colombo,4/13/2025,6/20/2025,6/24/2025,4,68,Solo,1,Suite,2273.32,568.33,Peak,Gold,Website,Cash,0,Extra Bed,0,Leisure,47,Male
BKG-0000192,CUST-003274,H002,Cinnamon Lakeside Colombo,Colombo,11/29/2025,3/10/2026,3/14/2026,4,101,Couple,2,Suite,1709.08,427.27,Peak,Platinum,Website,Card,0,None,1,Leisure,50,Female
BKG-0000193,CUST-002962,H004,Cinnamon Bentota Beach,South Coast,12/11/2025,2/20/2026,2/23/2026,3,71,Group,5,Family Room,626.34,208.78,Off-Peak,Silver,Website,Cash,0,None,0,Business,38,Female
BKG-0000194,CUST-002838,H005,Cinnamon Bey Beruwala,West Coast,3/29/2025,5/25/2025,5/28/2025,3,57,Family,3,Deluxe,437.79,145.93,Off-Peak,Silver,Website,Card,0,None,0,Business,35,Male
BKG-0000195,CUST-002327,H006,Cinnamon Citadel Kandy,Kandy,5/17/2025,8/14/2025,8/16/2025,2,89,Group,9,Family Room,461.66,230.83,Peak,Silver,Website,Online,0,Extra Bed,1,Leisure,44,Male
BKG-0000196,CUST-001851,H001,Cinnamon Grand Colombo,Colombo,1/2/2025,3/5/2025,3/12/2025,7,62,Couple,2,Deluxe,1669.92,238.56,Off-Peak,Platinum,Website,Card,0,Quiet Room,0,Relaxation,61,Female
BKG-0000197,CUST-003491,H002,Cinnamon Lakeside Colombo,Colombo,1/23/2025,3/22/2025,3/27/2025,5,58,Couple,2,Suite,2170.95,434.19,Peak,Gold,Travel Agent,Card,0,High Floor,1,Leisure,38,Female
BKG-0000198,CUST-003596,H005,Cinnamon Bey Beruwala,West Coast,12/29/2025,2/1/2026,2/6/2026,5,34,Couple,2,Standard,469.4,93.88,Off-Peak,Silver,Website,Cash,0,Extra Bed,1,Business,42,Male
BKG-0000199,CUST-000849,H006,Cinnamon Citadel Kandy,Kandy,3/14/2026,4/2/2026,4/3/2026,1,19,Solo,1,Standard,138.18,138.18,Peak,None,Mobile App,Card,0,None,1,Adventure,29,Male
BKG-0000200,CUST-003780,H001,Cinnamon Grand Colombo,Colombo,5/7/2026,7/12/2026,7/17/2026,5,66,Couple,2,Deluxe,1364.8,272.96,Shoulder,Platinum,Travel Agent,Card,0,Sea View,0,Business,50,Male
BKG-0000201,CUST-002541,H003,Cinnamon Red Colombo,Colombo,8/30/2025,10/24/2025,10/28/2025,4,55,Group,9,Family Room,728.56,182.14,Shoulder,Silver,Mobile App,Cash,0,Extra Bed,0,Adventure,32,Male
BKG-0000202,CUST-003218,H006,Cinnamon Citadel Kandy,Kandy,2/9/2025,4/9/2025,4/12/2025,3,59,Group,5,Family Room,882.54,294.18,Holiday,Silver,Website,Cash,0,Extra Bed,0,Leisure,38,Male
BKG-0000203,CUST-000392,H003,Cinnamon Red Colombo,Colombo,2/17/2026,3/18/2026,3/19/2026,1,29,Couple,2,Standard,94.3,94.3,Shoulder,None,Mobile App,Online,0,Extra Bed,1,Leisure,29,Male
BKG-0000204,CUST-000801,H002,Cinnamon Lakeside Colombo,Colombo,4/24/2026,7/1/2026,7/6/2026,5,68,Family,5,Family Room,1789.4,357.88,Peak,Gold,Mobile App,Online,0,Late Check-in,0,Event,50,Male
BKG-0000205,CUST-001069,H001,Cinnamon Grand Colombo,Colombo,1/14/2026,3/11/2026,3/16/2026,5,56,Couple,2,Suite,1814.05,362.81,Shoulder,Gold,Website,Card,0,Sea View,1,Relaxation,51,Male
BKG-0000206,CUST-000376,H004,Cinnamon Bentota Beach,South Coast,12/24/2025,2/12/2026,2/15/2026,3,50,Family,4,Standard,692.55,230.85,Holiday,Silver,Website,Cash,0,None,0,Business,32,Female
BKG-0000207,CUST-000708,H001,Cinnamon Grand Colombo,Colombo,7/16/2025,9/15/2025,9/21/2025,6,61,Solo,1,Deluxe,1372.8,228.8,Off-Peak,Gold,Website,Cash,0,Sea View,0,Leisure,47,Female
BKG-0000208,CUST-003922,H001,Cinnamon Grand Colombo,Colombo,1/26/2026,3/5/2026,3/12/2026,7,38,Family,4,Suite,2535.19,362.17,Off-Peak,Silver,Mobile App,Cash,0,None,0,Event,34,Other
BKG-0000209,CUST-004843,H007,Cinnamon Wild Yala,Safari,6/15/2025,8/11/2025,8/14/2025,3,57,Family,3,Deluxe,817.29,272.43,Peak,None,Travel Agent,Online,0,Extra Bed,0,Leisure,28,Female
BKG-0000210,CUST-000218,H001,Cinnamon Grand Colombo,Colombo,10/18/2025,12/10/2025,12/18/2025,8,53,Couple,2,Suite,3069.6,383.7,Shoulder,Platinum,Mobile App,Card,0,None,1,Business,46,Male
BKG-0000211,CUST-001313,H002,Cinnamon Lakeside Colombo,Colombo,12/19/2025,3/8/2026,3/12/2026,4,79,Couple,2,Deluxe,850.6,212.65,Shoulder,Gold,Website,Cash,0,Quiet Room,1,Event,46,Female
BKG-0000212,CUST-004551,H001,Cinnamon Grand Colombo,Colombo,6/11/2025,9/22/2025,9/26/2025,4,103,Couple,2,Suite,2736.08,684.02,Holiday,Gold,Travel Agent,Card,0,High Floor,0,Leisure,60,Female
BKG-0000213,CUST-001151,H002,Cinnamon Lakeside Colombo,Colombo,7/12/2025,9/15/2025,9/22/2025,7,65,Couple,2,Suite,4160.03,594.29,Holiday,Platinum,Website,Card,0,Sea View,0,Business,44,Male
BKG-0000214,CUST-002007,H002,Cinnamon Lakeside Colombo,Colombo,7/14/2025,9/13/2025,9/17/2025,4,61,Solo,1,Suite,1360.12,340.03,Off-Peak,Gold,Website,Card,0,None,0,Business,40,Female
BKG-0000215,CUST-002742,H004,Cinnamon Bentota Beach,South Coast,8/19/2025,10/22/2025,10/26/2025,4,64,Couple,2,Deluxe,699.48,174.87,Off-Peak,None,Mobile App,Card,0,None,0,Leisure,36,Male
BKG-0000216,CUST-002676,H002,Cinnamon Lakeside Colombo,Colombo,12/4/2025,2/27/2026,3/5/2026,6,85,Solo,1,Suite,1948.08,324.68,Off-Peak,Gold,Travel Agent,Card,0,None,0,Leisure,39,Female
BKG-0000217,CUST-001633,H005,Cinnamon Bey Beruwala,West Coast,9/26/2025,12/30/2025,12/31/2025,1,95,Group,6,Family Room,263.38,263.38,Peak,Silver,Mobile App,Cash,0,None,0,Event,37,Male
BKG-0000218,CUST-003797,H002,Cinnamon Lakeside Colombo,Colombo,1/22/2026,3/13/2026,3/20/2026,7,50,Couple,2,Suite,2353.89,336.27,Shoulder,Platinum,Travel Agent,Card,0,Quiet Room,1,Leisure,47,Female
BKG-0000219,CUST-002466,H005,Cinnamon Bey Beruwala,West Coast,12/29/2025,1/6/2026,1/8/2026,2,8,Solo,1,Standard,218.18,109.09,Off-Peak,None,Mobile App,Card,0,None,0,Leisure,29,Other
BKG-0000220,CUST-003578,H003,Cinnamon Red Colombo,Colombo,4/23/2026,6/26/2026,6/27/2026,1,64,Group,5,Family Room,150.38,150.38,Off-Peak,None,Website,Online,0,None,0,Leisure,33,Female
BKG-0000221,CUST-004809,H006,Cinnamon Citadel Kandy,Kandy,4/16/2026,5/1/2026,5/3/2026,2,15,Solo,1,Standard,186.06,93.03,Off-Peak,None,Mobile App,Cash,0,None,1,Leisure,26,Male
BKG-0000222,CUST-003490,H002,Cinnamon Lakeside Colombo,Colombo,9/9/2025,11/10/2025,11/13/2025,3,62,Family,3,Standard,824.7,274.9,Holiday,Silver,Mobile App,Cash,0,None,0,Event,34,Female
BKG-0000223,CUST-001692,H006,Cinnamon Citadel Kandy,Kandy,3/12/2026,3/24/2026,3/26/2026,2,12,Solo,1,Standard,208.38,104.19,Off-Peak,None,Website,Cash,0,None,0,Leisure,30,Female
BKG-0000224,CUST-001504,H003,Cinnamon Red Colombo,Colombo,4/27/2026,5/21/2026,5/22/2026,1,24,Solo,1,Standard,93.97,93.97,Off-Peak,None,Website,Card,0,None,0,Business,31,Male
BKG-0000225,CUST-004752,H002,Cinnamon Lakeside Colombo,Colombo,8/13/2025,11/20/2025,11/24/2025,4,99,Couple,2,Deluxe,943,235.75,Shoulder,Gold,Travel Agent,Online,0,High Floor,0,Leisure,45,Male
BKG-0000226,CUST-002627,H002,Cinnamon Lakeside Colombo,Colombo,7/9/2025,10/4/2025,10/8/2025,4,87,Solo,1,Suite,2148.08,537.02,Peak,Platinum,Travel Agent,Card,0,None,0,Leisure,37,Female
BKG-0000227,CUST-004826,H002,Cinnamon Lakeside Colombo,Colombo,1/5/2025,3/11/2025,3/19/2025,8,65,Couple,2,Deluxe,2495.44,311.93,Peak,Platinum,Mobile App,Cash,0,Sea View,0,Business,38,Male
BKG-0000228,CUST-004013,H002,Cinnamon Lakeside Colombo,Colombo,9/2/2025,11/6/2025,11/11/2025,5,65,Solo,1,Deluxe,1042.95,208.59,Shoulder,Gold,Travel Agent,Online,0,Extra Bed,1,Business,39,Female
BKG-0000229,CUST-001259,H001,Cinnamon Grand Colombo,Colombo,5/13/2025,7/29/2025,8/4/2025,6,77,Family,3,Deluxe,1344.9,224.15,Off-Peak,Platinum,Website,Card,0,Sea View,0,Business,46,Male
BKG-0000230,CUST-002660,H006,Cinnamon Citadel Kandy,Kandy,4/14/2026,6/5/2026,6/6/2026,1,52,Family,3,Deluxe,253.41,253.41,Holiday,Silver,Mobile App,Cash,0,None,0,Leisure,32,Female
BKG-0000231,CUST-000043,H005,Cinnamon Bey Beruwala,West Coast,3/16/2025,4/12/2025,4/13/2025,1,27,Couple,2,Standard,113.21,113.21,Off-Peak,None,Website,Cash,0,None,0,Leisure,37,Male
BKG-0000232,CUST-002410,H003,Cinnamon Red Colombo,Colombo,10/9/2025,12/8/2025,12/12/2025,4,60,Group,6,Family Room,708.08,177.02,Shoulder,Silver,Website,Card,0,None,0,Business,42,Female
BKG-0000233,CUST-004479,H001,Cinnamon Grand Colombo,Colombo,3/4/2026,6/3/2026,6/11/2026,8,91,Family,4,Suite,2858.08,357.26,Off-Peak,Platinum,Website,Card,0,Late Check-in,0,Culture,60,Male
BKG-0000234,CUST-003311,H005,Cinnamon Bey Beruwala,West Coast,5/22/2025,7/3/2025,7/5/2025,2,42,Family,3,Standard,280.54,140.27,Peak,None,Mobile App,Cash,1,None,1,Adventure,24,Female
BKG-0000235,CUST-004252,H003,Cinnamon Red Colombo,Colombo,4/12/2025,5/17/2025,5/19/2025,2,35,Solo,1,Standard,156.64,78.32,Off-Peak,None,Website,Cash,0,Extra Bed,1,Adventure,29,Female
BKG-0000236,CUST-004681,H005,Cinnamon Bey Beruwala,West Coast,11/28/2024,1/28/2025,1/31/2025,3,61,Group,8,Family Room,552.93,184.31,Off-Peak,None,Website,Card,0,Extra Bed,0,Leisure,32,Male
BKG-0000237,CUST-000499,H001,Cinnamon Grand Colombo,Colombo,12/28/2024,4/12/2025,4/14/2025,2,105,Solo,1,Deluxe,375.56,187.78,Off-Peak,Gold,Mobile App,Card,0,Extra Bed,1,Leisure,45,Female
